VB: Vanguard Small Cap ETF
Inception Date: 2004-01-30
Fund Holdings as of: 2018-03-23
Total Assets Under Management (in thousands):	21802537
Shares Outstanding: 148115000
Expense Ratio: 0.06%
Tracks This Index: CRSP US Small Cap Index
ETFdb.com Category: Small Cap Growth Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: http://etfdb.com/etf/VB


Holding,Symbol,Weighting
World Acceptance Corp,WRLD,0.014%
Anworth Mortgage Asset Corp,ANH,0.0139%
PennyMac Financial Services Inc,PFSI,0.0138%
OFG Bancorp,OFG,0.0137%
KKR Real Estate Finance Trust Inc,KREF,0.0137%
Wildhorse Resource Development Corp,WRD,0.0137%
Resources Connection Inc,RECN,0.0136%
Community Health Systems Inc,CYH,0.0135%
Haynes International Inc,HAYN,0.0135%
Ply Gem Holdings Inc,PGEM,0.0132%
Greenlight Capital Re Ltd,GLRE,0.0132%
Maiden Holdings Ltd,MHLD,0.0131%
National Presto Industries Inc,NPK,0.0131%
Zumiez Inc,ZUMZ,0.013%
Front Yard Residential Corp,RESI,0.0129%
Ocwen Financial Corp,OCN,0.0129%
Central Garden & Pet Co,CENT,0.0127%
RMR Group Inc,RMR,0.0127%
Cision Ltd,CISN,0.0127%
Synergy Pharmaceuticals Inc,SGYP,0.0127%
Sonic Automotive Inc,SAH,0.0126%
e.l.f. Beauty Inc,ELF,0.0125%
TherapeuticsMD Inc,TXMD,0.0125%
PDL BioPharma Inc,PDLI,0.0124%
TTEC Holdings Inc,TTEC,0.0124%
Akcea Therapeutics Inc,AKCA,0.0124%
Tejon Ranch Co,TRC,0.0121%
Endurance International Group Holdings Inc,EIGI,0.0121%
InnerWorkings Inc,INWK,0.0119%
Accuray Inc,ARAY,0.0117%
Globalstar Inc,GSAT,0.0116%
Forrester Research Inc,FORR,0.0115%
Industrial Logistics Properties Trust,ILPT,0.0114%
Fiesta Restaurant Group Inc,FRGI,0.0114%
Team Inc,TISI,0.0114%
Biglari Holdings Inc,BH,0.0113%
Computer Programs and Systems Inc,CPSI,0.0113%
National CineMedia Inc,NCMI,0.0113%
CarGurus Inc,CARG,0.0113%
Hamilton Lane Inc,HLNE,0.0112%
Finish Line Inc,FINL,0.0111%
Tootsie Roll Industries Inc,TR,0.0111%
Astronics Corp,ATRO,0.0108%
Aduro Biotech Inc,ADRO,0.0108%
MongoDB Inc,MDB,0.0107%
Weis Markets Inc,WMK,0.0107%
PQ Group Holdings Inc,PQG,0.0106%
Keryx Biopharmaceuticals Inc,KERX,0.0106%
Synchronoss Technologies Inc,SNCR,0.0105%
Greenhill & Co Inc,GHL,0.0104%
New York REIT Inc,NYRT,0.0103%
Ascena Retail Group Inc,ASNA,0.0103%
Rent-A-Center Inc,RCII,0.0102%
MiMedx Group Inc,MDXG,0.0102%
Superior Industries International Inc,SUP,0.0101%
SunCoke Energy Inc,SXC,0.0101%
Lexicon Pharmaceuticals Inc,LXRX,0.0098%
Zscaler Inc,ZS,0.0098%
Greif Inc,GEF.B,0.0097%
FutureFuel Corp,FF,0.0096%
Titan International Inc,TWI,0.0094%
Mistras Group Inc,MG,0.0094%
Green Plains Inc,GPRE,0.0093%
American Public Education Inc,APEI,0.0093%
Newmark Group Inc,NMRK,0.0091%
Surgery Partners Inc,SGRY,0.009%
Natera Inc,NTRA,0.009%
Medpace Holdings Inc,MEDP,0.0089%
CommerceHub Inc,CHUBA,0.0087%
EZCORP Inc,EZPW,0.0086%
Denali Therapeutics Inc,DNLI,0.0083%
Armstrong Flooring Inc,AFI,0.0082%
American Railcar Industries Inc,ARII,0.0082%
American Renal Associates Holdings Inc,ARA,0.0078%
Five Prime Therapeutics Inc,FPRX,0.0078%
ZIOPHARM Oncology Inc,ZIOP,0.0075%
WideOpenWest Inc,WOW,0.0075%
SendGrid Inc,SEND,0.0074%
Altisource Portfolio Solutions SA,ASPS,0.007%
Castlight Health Inc,CSLT,0.007%
Liberty Oilfield Services Inc,LBRT,0.0069%
MoneyGram International Inc,MGI,0.0067%
Forestar Group Inc,FOR,0.0065%
Bojangles Inc,BOJA,0.0064%
Systemax Inc,SYX,0.0064%
Speedway Motorsports Inc,TRK,0.0064%
Stitch Fix Inc,SFIX,0.0062%
Tetra Technologies Inc,TTI,0.0061%
Hibbett Sports Inc,HIBB,0.0061%
Lands End Inc,LE,0.0059%
El Pollo Loco Holdings Inc,LOCO,0.0057%
International Seaways Inc,INSW,0.0055%
Depomed Inc,DEPO,0.0053%
Appian Corp,APPN,0.0051%
Clear Channel Outdoor Holdings Inc,CCO,0.0051%
Associated Capital Group Inc,AC,0.005%
INSYS Therapeutics Inc,INSY,0.0049%
Seres Therapeutics Inc,MCRB,0.0048%
Cato Corp,CATO,0.0047%
Park Electrochemical Corp,PKE,0.0047%
Endologix Inc,ELGX,0.0047%
PHH Corp,PHH,0.0046%
Revlon Inc,REV,0.0046%
Windstream Holdings Inc,WIN,0.0044%
Smart & Final Stores Inc,SFS,0.0043%
On Deck Capital Inc,ONDK,0.0043%
MobileIron Inc,MOBL,0.0042%
NCS Multistage Holdings Inc,NCSM,0.0039%
GNC Holdings Inc,GNC,0.0037%
Barnes & Noble Inc,BKS,0.0036%
GAMCO Investors Inc,GBL,0.0035%
Pier 1 Imports Inc,PIR,0.0034%
Intelsat SA,I,0.0034%
Ribbon Communications Inc,RBBN,0.0034%
Tile Shop Holdings Inc,TTS,0.0033%
Forterra Inc,FRTA,0.0023%
SecureWorks Corp,SCWX,0.0021%
EP Energy Corp,EPE,0.0017%
Vivint Solar Inc,VSLR,0.0016%
Blue Apron Holdings Inc,APRN,0.0016%
NantKwest Inc,NK,0.0013%
Sears Holdings Corp,SHLD,0.001%
Urstadt Biddle Properties Inc,UBP,0.0009%
Eclipse Resources Corp,ECR,0.0008%
